v1, v2, acc
v1: 36, v2: 17, acc: 44.696969696969695
v1: 36, v2: 18, acc: 51.515151515151516
v1: 36, v2: 19, acc: 48.484848484848484
v1: 37, v2: 10, acc: 58.333333333333336
v1: 37, v2: 11, acc: 52.27272727272727
v1: 37, v2: 12, acc: 46.96969696969697
v1: 37, v2: 13, acc: 47.72727272727273
v1: 37, v2: 14, acc: 45.45454545454545
v1: 37, v2: 15, acc: 48.484848484848484
v1: 37, v2: 16, acc: 43.93939393939394
v1: 37, v2: 17, acc: 43.93939393939394
v1: 37, v2: 18, acc: 53.03030303030303
v1: 37, v2: 19, acc: 47.72727272727273
v1: 38, v2: 10, acc: 43.18181818181818
v1: 38, v2: 11, acc: 51.515151515151516
v1: 38, v2: 12, acc: 53.03030303030303
v1: 38, v2: 13, acc: 48.484848484848484
v1: 38, v2: 14, acc: 51.515151515151516
v1: 38, v2: 15, acc: 50.75757575757576
v1: 38, v2: 16, acc: 52.27272727272727
v1: 38, v2: 17, acc: 52.27272727272727
v1: 38, v2: 18, acc: 56.81818181818182
v1: 38, v2: 19, acc: 51.515151515151516
v1: 39, v2: 10, acc: 48.484848484848484
v1: 39, v2: 11, acc: 55.303030303030305
v1: 39, v2: 12, acc: 50.75757575757576
v1: 39, v2: 13, acc: 46.21212121212121
v1: 39, v2: 14, acc: 45.45454545454545
v1: 39, v2: 15, acc: 46.96969696969697
v1: 39, v2: 16, acc: 50.75757575757576
v1: 39, v2: 17, acc: 48.484848484848484
v1: 39, v2: 18, acc: 48.484848484848484
v1: 39, v2: 19, acc: 46.21212121212121
